,Date,SleepTime,Lack_Excess_Sleeptime,DepressionLevel
0,2019-05-08,5.516666666666667,0.0,21282.75
1,2019-05-09,5.25,0.0,7444.31746031746
2,2019-05-10,6.016666666666667,0.0,0.0
3,2019-05-11,6.316666666666666,0.0,198.375
4,2019-05-12,4.366666666666666,0.6333333333333337,0.0
5,2019-05-13,5.216666666666667,0.0,2905.2000000000003
6,2019-05-14,6.1,0.0,0.0
