UID,responseTime_KDT,responseTime_unixtimestamp,Valence,Arousal,Attention,Stress,Duration,Disturbance_level,Emotion_change
3019,2019-05-04T11:18:57.000+09:00,1556936337,0,0,1,2,10,1,0
3018,2019-05-04T11:19:13.000+09:00,1556936353,-1,0,0,2,10,0,0
3008,2019-05-04T11:24:05.000+09:00,1556936645,0,0,0,1,60,-1,0
3013,2019-05-04T11:30:04.000+09:00,1556937004,3,2,2,-3,30,-2,2
3002,2019-05-04T11:47:18.000+09:00,1556938038,0,1,1,2,60,-3,0
3010,2019-05-04T11:48:46.000+09:00,1556938126,2,1,1,-1,10,1,0
3019,2019-05-04T11:54:24.000+09:00,1556938464,0,1,1,1,10,2,0
3001,2019-05-04T11:55:51.000+09:00,1556938551,0,0,0,0,10,0,0
3012,2019-05-04T12:00:30.000+09:00,1556938830,1,-2,0,-1,60,-1,0
3015,2019-05-04T12:00:36.000+09:00,1556938836,-2,-2,-2,3,20,-1,0
3025,2019-05-04T12:01:38.000+09:00,1556938898,-1,-1,-1,1,10,-1,-1
3009,2019-05-04T12:01:46.000+09:00,1556938906,1,-1,2,-1,20,-2,0
3022,2019-05-04T12:03:08.000+09:00,1556938988,0,1,-1,0,15,2,-1
3008,2019-05-04T12:08:20.000+09:00,1556939300,1,3,1,-1,60,-1,0
3029,2019-05-04T12:13:16.000+09:00,1556939596,1,1,1,0,10,0,0
3024,2019-05-04T12:17:10.000+09:00,1556939830,2,-1,-1,0,30,2,0
3002,2019-05-04T12:32:24.000+09:00,1556940744,1,2,0,-3,60,-3,0
3015,2019-05-04T12:34:11.000+09:00,1556940851,-2,-2,-2,3,20,-2,0
3010,2019-05-04T12:39:48.000+09:00,1556941188,1,2,-1,-1,15,2,0
3019,2019-05-04T12:40:25.000+09:00,1556941225,-1,-1,1,1,20,0,0
3022,2019-05-04T12:43:17.000+09:00,1556941397,1,2,1,-2,20,-1,0
3030,2019-05-04T12:47:29.000+09:00,1556941649,2,1,1,-2,#N/A,0,0
3009,2019-05-04T12:47:48.000+09:00,1556941668,0,-2,-2,0,15,-1,0
3030,2019-05-04T12:51:10.000+09:00,1556941870,2,2,1,-1,#N/A,0,0
3013,2019-05-04T12:51:49.000+09:00,1556941909,2,2,1,-2,30,-2,1
3021,2019-05-04T12:54:40.000+09:00,1556942080,-1,0,0,-1,#N/A,3,-3
3021,2019-05-04T12:54:40.000+09:00,1556942080,-1,0,0,-1,#N/A,3,-3
3018,2019-05-04T12:57:24.000+09:00,1556942244,1,1,1,-3,30,2,0
3029,2019-05-04T12:58:13.000+09:00,1556942293,0,-1,0,1,15,1,0
3005,2019-05-04T13:03:28.000+09:00,1556942608,0,-2,0,-3,30,-3,1
3025,2019-05-04T13:09:25.000+09:00,1556942965,1,-1,-1,-2,60,2,1
3012,2019-05-04T13:10:25.000+09:00,1556943025,0,0,0,0,60,-1,0
3024,2019-05-04T13:12:10.000+09:00,1556943130,2,0,2,0,30,0,0
3010,2019-05-04T13:21:27.000+09:00,1556943687,2,-1,1,-2,10,-2,0
3023,2019-05-04T13:36:45.000+09:00,1556944605,-2,-2,-1,1,15,0,-1
3016,2019-05-04T13:37:23.000+09:00,1556944643,1,-3,-2,-2,30,1,-1
3022,2019-05-04T13:37:56.000+09:00,1556944676,1,1,1,-1,20,2,-1
3029,2019-05-04T13:38:31.000+09:00,1556944711,-1,-1,0,1,20,1,0
3029,2019-05-04T13:38:31.000+09:00,1556944711,-1,-1,0,1,20,1,0
3009,2019-05-04T13:40:13.000+09:00,1556944813,1,-2,1,0,15,-2,0
3019,2019-05-04T13:40:34.000+09:00,1556944834,0,1,1,1,30,1,0
3001,2019-05-04T13:40:50.000+09:00,1556944850,0,0,1,0,10,0,0
3003,2019-05-04T13:41:33.000+09:00,1556944893,1,-2,-1,-2,15,-2,1
3018,2019-05-04T13:41:45.000+09:00,1556944905,1,0,-1,-1,20,1,0
3005,2019-05-04T13:42:51.000+09:00,1556944971,2,-1,1,-3,30,-2,2
3008,2019-05-04T13:43:37.000+09:00,1556945017,0,-1,0,-1,60,0,1
3041,2019-05-04T13:43:55.000+09:00,1556945035,2,-3,-2,-1,15,3,0
3023,2019-05-04T13:46:28.000+09:00,1556945188,-2,-1,0,2,5,0,-1
3019,2019-05-04T13:55:58.000+09:00,1556945758,0,2,1,1,10,1,0
3030,2019-05-04T13:55:59.000+09:00,1556945759,1,0,0,0,30,0,0
3027,2019-05-04T14:14:36.000+09:00,1556946876,0,-3,-2,-1,60,0,0
3025,2019-05-04T14:17:18.000+09:00,1556947038,1,-1,-1,-2,30,-2,0
3003,2019-05-04T14:19:55.000+09:00,1556947195,1,-2,1,-1,10,-2,0
3007,2019-05-04T14:20:48.000+09:00,1556947248,1,-3,-2,-1,30,1,0
3007,2019-05-04T14:20:50.000+09:00,1556947250,1,-3,-2,-1,30,1,0
3018,2019-05-04T14:22:12.000+09:00,1556947332,2,1,1,-2,60,0,0
3022,2019-05-04T14:23:10.000+09:00,1556947390,1,1,-1,-1,60,2,1
3001,2019-05-04T14:25:29.000+09:00,1556947529,-1,0,0,0,5,1,0
3010,2019-05-04T14:25:36.000+09:00,1556947536,1,1,-1,-1,10,-2,0
3002,2019-05-04T14:25:49.000+09:00,1556947549,1,3,2,0,#N/A,2,0
3009,2019-05-04T14:26:21.000+09:00,1556947581,1,-2,1,-1,20,0,0
3041,2019-05-04T14:26:25.000+09:00,1556947585,1,-2,-1,-2,20,1,0
3023,2019-05-04T14:27:13.000+09:00,1556947633,-1,0,0,-2,10,-1,1
3008,2019-05-04T14:28:19.000+09:00,1556947699,0,-1,-1,0,30,-1,0
3016,2019-05-04T14:28:29.000+09:00,1556947709,-2,-1,-1,1,30,1,-1
3005,2019-05-04T14:28:43.000+09:00,1556947723,-1,0,1,2,10,1,0
3013,2019-05-04T14:34:31.000+09:00,1556948071,-1,-1,-1,0,20,0,0
3019,2019-05-04T14:41:52.000+09:00,1556948512,0,0,1,1,10,1,0
3003,2019-05-04T14:53:03.000+09:00,1556949183,2,-2,-1,-3,30,-2,1
3029,2019-05-04T14:56:52.000+09:00,1556949412,1,1,0,0,20,0,0
3015,2019-05-04T15:01:07.000+09:00,1556949667,-1,-2,-2,1,30,-1,1
3011,2019-05-04T15:03:08.000+09:00,1556949788,2,1,2,-2,30,2,-2
3021,2019-05-04T15:03:42.000+09:00,1556949822,0,0,2,1,60,3,-3
3001,2019-05-04T15:05:19.000+09:00,1556949919,1,-1,1,-1,60,0,0
3027,2019-05-04T15:08:03.000+09:00,1556950083,-2,0,1,0,30,1,0
3030,2019-05-04T15:09:41.000+09:00,1556950181,0,-1,2,-1,30,0,0
3041,2019-05-04T15:10:50.000+09:00,1556950250,1,1,3,1,15,3,-1
3016,2019-05-04T15:11:22.000+09:00,1556950282,1,-1,-1,-2,30,2,-1
3025,2019-05-04T15:11:24.000+09:00,1556950284,1,1,2,-2,60,-2,1
3002,2019-05-04T15:15:50.000+09:00,1556950550,1,1,1,-2,60,3,0
3024,2019-05-04T15:15:56.000+09:00,1556950556,3,0,0,-2,60,0,0
3008,2019-05-04T15:18:31.000+09:00,1556950711,0,1,1,1,30,0,-1
3005,2019-05-04T15:18:47.000+09:00,1556950727,1,-2,2,-3,60,-1,1
3017,2019-05-04T15:32:17.000+09:00,1556951537,0,-1,-1,-1,60,0,0
3015,2019-05-04T15:35:39.000+09:00,1556951739,-1,-1,-2,3,30,0,0
3019,2019-05-04T15:40:47.000+09:00,1556952047,0,0,1,1,10,1,0
3003,2019-05-04T15:47:13.000+09:00,1556952433,1,-2,1,-2,20,-2,1
3015,2019-05-04T15:49:41.000+09:00,1556952581,-2,-2,-2,3,20,0,0
3027,2019-05-04T15:52:50.000+09:00,1556952770,1,0,0,3,20,0,0
3002,2019-05-04T15:54:49.000+09:00,1556952889,1,2,0,0,30,3,-1
3030,2019-05-04T15:54:55.000+09:00,1556952895,0,0,0,1,60,0,0
3022,2019-05-04T15:57:58.000+09:00,1556953078,2,2,1,-1,30,2,1
3023,2019-05-04T15:59:21.000+09:00,1556953161,-2,-1,2,-2,10,-1,0
3025,2019-05-04T15:59:38.000+09:00,1556953178,1,-1,-1,2,30,-2,-2
3005,2019-05-04T15:59:39.000+09:00,1556953179,2,2,1,-3,30,-3,1
3007,2019-05-04T16:02:03.000+09:00,1556953323,1,-3,-3,-2,20,1,-1
3007,2019-05-04T16:02:07.000+09:00,1556953327,1,-3,-3,-2,20,1,-1
3007,2019-05-04T16:02:08.000+09:00,1556953328,1,-3,-3,-2,20,1,-1
3013,2019-05-04T16:03:06.000+09:00,1556953386,0,-2,0,-2,60,-1,0
3017,2019-05-04T16:19:24.000+09:00,1556954364,1,-1,1,-1,60,0,0
3021,2019-05-04T16:19:57.000+09:00,1556954397,-2,0,-2,2,5,3,-3
3015,2019-05-04T16:21:26.000+09:00,1556954486,-1,2,2,2,15,-2,-2
3011,2019-05-04T16:22:32.000+09:00,1556954552,2,2,3,-2,30,3,-2
3003,2019-05-04T16:30:13.000+09:00,1556955013,1,-2,2,-2,15,-2,1
3019,2019-05-04T16:31:56.000+09:00,1556955116,0,0,1,1,5,1,0
3027,2019-05-04T16:35:09.000+09:00,1556955309,1,0,0,0,60,0,-2
3030,2019-05-04T16:35:41.000+09:00,1556955341,1,1,0,-1,30,0,0
3007,2019-05-04T16:39:59.000+09:00,1556955599,0,-1,-3,-1,20,0,0
3029,2019-05-04T16:40:33.000+09:00,1556955633,1,1,1,-1,20,0,0
3002,2019-05-04T16:41:41.000+09:00,1556955701,1,-1,1,-3,60,1,0
3018,2019-05-04T16:41:41.000+09:00,1556955701,0,0,-1,-2,60,0,0
3010,2019-05-04T16:42:30.000+09:00,1556955750,2,2,2,-3,10,-3,0
3022,2019-05-04T16:42:57.000+09:00,1556955777,1,1,2,-2,30,3,-1
3041,2019-05-04T16:43:30.000+09:00,1556955810,2,2,3,-2,15,2,1
3028,2019-05-04T16:52:13.000+09:00,1556956333,2,2,1,0,10,-2,-1
3015,2019-05-04T16:56:55.000+09:00,1556956615,-2,-2,0,1,20,0,0
3024,2019-05-04T16:59:37.000+09:00,1556956777,2,-1,-1,0,30,3,0
3012,2019-05-04T17:00:24.000+09:00,1556956824,2,0,0,1,30,-1,-1
3003,2019-05-04T17:17:29.000+09:00,1556957849,1,-2,-1,-3,20,-2,1
3017,2019-05-04T17:19:01.000+09:00,1556957941,1,0,2,-2,60,0,0
3002,2019-05-04T17:20:22.000+09:00,1556958022,2,2,2,-1,30,3,0
3027,2019-05-04T17:21:09.000+09:00,1556958069,2,0,0,2,15,0,0
3019,2019-05-04T17:23:14.000+09:00,1556958194,0,1,1,1,10,1,0
3015,2019-05-04T17:23:26.000+09:00,1556958206,-2,-2,0,1,20,-3,-1
3015,2019-05-04T17:23:27.000+09:00,1556958207,-2,-2,0,1,20,-3,-1
3001,2019-05-04T17:23:54.000+09:00,1556958234,1,1,1,-1,10,0,0
3005,2019-05-04T17:25:22.000+09:00,1556958322,1,-2,-2,-2,5,-2,1
3013,2019-05-04T17:26:20.000+09:00,1556958380,0,-2,2,-1,30,0,0
3012,2019-05-04T17:26:21.000+09:00,1556958381,2,0,-2,1,60,-1,0
3008,2019-05-04T17:27:13.000+09:00,1556958433,1,1,1,-1,30,-1,1
3022,2019-05-04T17:28:00.000+09:00,1556958480,1,2,2,-3,30,3,-1
3010,2019-05-04T17:30:08.000+09:00,1556958608,2,2,-1,-2,10,-1,0
3025,2019-05-04T17:32:20.000+09:00,1556958740,1,1,0,1,20,1,1
3009,2019-05-04T17:33:21.000+09:00,1556958801,0,-3,-2,-2,#N/A,-3,0
3019,2019-05-04T17:48:54.000+09:00,1556959734,0,1,1,0,10,1,0
3009,2019-05-04T17:58:52.000+09:00,1556960332,-1,-2,-2,0,10,-1,0
3015,2019-05-04T17:59:35.000+09:00,1556960375,-1,-1,-1,0,15,-1,-1
3027,2019-05-04T18:02:26.000+09:00,1556960546,1,0,1,0,15,2,1
3005,2019-05-04T18:05:25.000+09:00,1556960725,2,-2,0,-2,20,-3,1
3003,2019-05-04T18:08:55.000+09:00,1556960935,2,-2,1,-2,15,1,1
3022,2019-05-04T18:09:22.000+09:00,1556960962,1,1,0,-3,15,3,-2
3008,2019-05-04T18:10:39.000+09:00,1556961039,0,0,-1,1,30,1,0
3041,2019-05-04T18:12:00.000+09:00,1556961120,2,3,3,-3,60,3,1
3029,2019-05-04T18:12:09.000+09:00,1556961129,1,1,1,0,20,0,-1
3010,2019-05-04T18:15:24.000+09:00,1556961324,2,-1,1,-2,15,-2,0
3025,2019-05-04T18:15:46.000+09:00,1556961346,1,-1,1,-1,30,-1,0
3002,2019-05-04T18:18:33.000+09:00,1556961513,2,1,0,0,20,3,0
3019,2019-05-04T18:29:41.000+09:00,1556962181,0,2,1,-3,10,1,0
3012,2019-05-04T18:30:17.000+09:00,1556962217,1,1,-1,-1,60,0,-1
3021,2019-05-04T18:32:43.000+09:00,1556962363,-2,0,-2,3,30,3,-3
3015,2019-05-04T18:37:54.000+09:00,1556962674,0,-1,-1,-2,15,-1,0
3007,2019-05-04T18:39:39.000+09:00,1556962779,1,2,1,-2,30,0,-1
3009,2019-05-04T18:49:30.000+09:00,1556963370,1,-2,2,1,15,-2,0
3013,2019-05-04T18:52:18.000+09:00,1556963538,3,3,1,-3,30,0,1
3018,2019-05-04T18:54:18.000+09:00,1556963658,0,-2,-2,0,20,0,0
3022,2019-05-04T18:54:29.000+09:00,1556963669,2,1,2,-3,30,3,-1
3005,2019-05-04T18:54:59.000+09:00,1556963699,2,-3,0,-3,30,-3,0
3003,2019-05-04T18:55:13.000+09:00,1556963713,2,2,2,-3,20,2,2
3025,2019-05-04T18:55:44.000+09:00,1556963744,1,-1,2,-2,30,0,0
3028,2019-05-04T18:57:07.000+09:00,1556963827,1,-1,-2,1,5,-2,-1
3027,2019-05-04T18:57:21.000+09:00,1556963841,3,0,0,0,20,3,0
3015,2019-05-04T18:58:58.000+09:00,1556963938,0,-1,-1,1,15,-1,-1
3041,2019-05-04T18:59:26.000+09:00,1556963966,3,3,3,-3,15,3,2
3017,2019-05-04T19:02:48.000+09:00,1556964168,1,-1,1,-2,60,0,0
3002,2019-05-04T19:03:52.000+09:00,1556964232,1,1,0,2,30,2,0
3001,2019-05-04T19:05:08.000+09:00,1556964308,1,1,-1,-1,60,0,0
3024,2019-05-04T19:06:37.000+09:00,1556964397,0,-1,-2,1,30,3,-1
3016,2019-05-04T19:06:53.000+09:00,1556964413,2,-3,0,-3,60,0,0
3007,2019-05-04T19:09:23.000+09:00,1556964563,0,1,-1,-1,15,0,0
3007,2019-05-04T19:09:23.000+09:00,1556964563,0,1,-1,-1,15,0,0
3021,2019-05-04T19:17:44.000+09:00,1556965064,0,0,0,0,#N/A,3,-3
3021,2019-05-04T19:17:44.000+09:00,1556965064,0,0,0,0,#N/A,3,-3
3028,2019-05-04T19:19:52.000+09:00,1556965192,2,1,0,0,10,-3,1
3028,2019-05-04T19:33:31.000+09:00,1556966011,3,2,2,-3,10,-2,0
3009,2019-05-04T19:34:39.000+09:00,1556966079,2,0,1,-1,10,-1,0
3005,2019-05-04T19:36:17.000+09:00,1556966177,2,0,-2,-2,15,-3,0
3027,2019-05-04T19:37:18.000+09:00,1556966238,2,-3,1,-1,20,1,0
3008,2019-05-04T19:38:21.000+09:00,1556966301,1,-1,-1,1,60,-1,1
3022,2019-05-04T19:38:25.000+09:00,1556966305,1,-1,-2,-2,30,2,1
3030,2019-05-04T19:39:45.000+09:00,1556966385,0,-1,0,1,30,0,-1
3010,2019-05-04T19:39:59.000+09:00,1556966399,2,1,1,-2,10,-2,0
3007,2019-05-04T19:40:03.000+09:00,1556966403,1,2,1,0,20,0,-1
3001,2019-05-04T19:40:07.000+09:00,1556966407,1,0,0,0,30,0,0
3002,2019-05-04T19:40:50.000+09:00,1556966450,1,1,0,2,30,-3,0
3025,2019-05-04T19:41:28.000+09:00,1556966488,1,1,1,-2,20,0,0
3012,2019-05-04T19:42:14.000+09:00,1556966534,0,-1,0,-1,30,-1,0
3018,2019-05-04T19:43:13.000+09:00,1556966593,1,0,0,0,20,0,0
3016,2019-05-04T19:43:24.000+09:00,1556966604,2,-2,0,-2,60,2,0
3012,2019-05-04T20:00:17.000+09:00,1556967617,1,-2,2,1,30,1,-1
3003,2019-05-04T20:05:48.000+09:00,1556967948,2,2,2,-3,30,-2,2
3011,2019-05-04T20:16:31.000+09:00,1556968591,2,2,3,1,30,1,-1
3019,2019-05-04T20:19:10.000+09:00,1556968750,0,0,-1,0,10,0,0
3010,2019-05-04T20:20:14.000+09:00,1556968814,-1,1,-2,1,15,1,0
3027,2019-05-04T20:21:12.000+09:00,1556968872,-3,3,1,1,5,2,0
3009,2019-05-04T20:22:45.000+09:00,1556968965,1,-1,1,-1,10,-2,0
3030,2019-05-04T20:22:46.000+09:00,1556968966,-1,0,1,1,20,0,-1
3030,2019-05-04T20:22:46.000+09:00,1556968966,-1,0,1,1,20,0,-1
3013,2019-05-04T20:23:07.000+09:00,1556968987,2,2,2,-2,30,-2,2
3002,2019-05-04T20:24:30.000+09:00,1556969070,1,1,-2,1,#N/A,-3,0
3028,2019-05-04T20:24:42.000+09:00,1556969082,2,-2,1,-2,20,-3,-1
3028,2019-05-04T20:26:30.000+09:00,1556969190,1,-2,1,-3,5,-3,-1
3018,2019-05-04T20:26:47.000+09:00,1556969207,0,0,-1,0,5,0,0
3012,2019-05-04T20:27:01.000+09:00,1556969221,2,-1,2,0,60,2,0
3029,2019-05-04T20:29:10.000+09:00,1556969350,1,1,0,0,20,1,1
3022,2019-05-04T20:29:14.000+09:00,1556969354,3,3,3,-3,20,2,1
3041,2019-05-04T20:30:54.000+09:00,1556969454,2,3,3,-1,60,3,1
3017,2019-05-04T20:32:00.000+09:00,1556969520,2,1,2,-2,60,0,0
3023,2019-05-04T20:32:00.000+09:00,1556969520,1,-1,0,1,10,-2,0
3003,2019-05-04T20:32:55.000+09:00,1556969575,2,-2,2,-1,10,1,1
3008,2019-05-04T20:33:14.000+09:00,1556969594,0,2,2,1,30,-2,0
3015,2019-05-04T20:35:10.000+09:00,1556969710,0,-2,-1,-1,20,0,0
3015,2019-05-04T20:35:10.000+09:00,1556969710,0,-2,-1,-1,20,0,0
3024,2019-05-04T20:44:47.000+09:00,1556970287,0,2,-1,0,30,0,0
3025,2019-05-04T20:59:55.000+09:00,1556971195,1,-1,0,-2,30,-2,0
3012,2019-05-04T21:00:36.000+09:00,1556971236,2,-1,2,0,#N/A,0,0
3013,2019-05-04T21:05:32.000+09:00,1556971532,0,-1,-1,-1,15,-1,0
3002,2019-05-04T21:05:53.000+09:00,1556971553,-1,0,1,2,#N/A,3,-2
3010,2019-05-04T21:06:38.000+09:00,1556971598,2,2,1,-1,10,-3,0
3030,2019-05-04T21:06:48.000+09:00,1556971608,0,0,1,1,30,0,0
3009,2019-05-04T21:08:08.000+09:00,1556971688,1,-1,2,-2,15,-2,0
3016,2019-05-04T21:11:54.000+09:00,1556971914,2,1,2,-2,60,1,0
3022,2019-05-04T21:12:56.000+09:00,1556971976,0,-1,-3,-2,30,1,0
3005,2019-05-04T21:13:36.000+09:00,1556972016,0,-3,-3,-1,10,-2,1
3027,2019-05-04T21:14:02.000+09:00,1556972042,1,0,0,0,20,1,0
3015,2019-05-04T21:15:41.000+09:00,1556972141,-2,-2,-2,2,15,0,0
3021,2019-05-04T21:16:14.000+09:00,1556972174,-1,-2,0,2,#N/A,3,-3
3029,2019-05-04T21:17:23.000+09:00,1556972243,1,1,1,0,20,0,0
3028,2019-05-04T21:18:27.000+09:00,1556972307,3,2,2,-3,20,-3,-2
3011,2019-05-04T21:22:09.000+09:00,1556972529,2,-1,1,-2,30,2,-1
3024,2019-05-04T21:25:21.000+09:00,1556972721,-1,0,-1,-1,30,0,0
3015,2019-05-04T21:39:17.000+09:00,1556973557,-2,-1,-1,2,15,0,0
3001,2019-05-04T21:39:49.000+09:00,1556973589,0,0,0,0,5,0,0
3012,2019-05-04T21:40:19.000+09:00,1556973619,2,0,3,0,30,2,0
3025,2019-05-04T21:47:20.000+09:00,1556974040,-1,-1,-1,1,5,0,-1
3009,2019-05-04T21:49:02.000+09:00,1556974142,0,-2,2,-1,30,-1,0
3029,2019-05-04T21:55:10.000+09:00,1556974510,1,0,0,0,15,0,0
3041,2019-05-04T21:55:48.000+09:00,1556974548,3,3,3,-2,60,3,1
3018,2019-05-04T21:56:44.000+09:00,1556974604,1,1,1,-3,20,1,0
3005,2019-05-04T21:57:27.000+09:00,1556974647,1,-2,0,-3,30,-2,0
3028,2019-05-04T21:57:44.000+09:00,1556974664,3,3,2,-3,10,-3,0
3017,2019-05-04T21:57:45.000+09:00,1556974665,0,-2,-1,-1,60,0,0
3024,2019-05-04T21:59:09.000+09:00,1556974749,2,0,0,0,30,-1,0
3007,2019-05-04T22:00:49.000+09:00,1556974849,0,-1,-1,-1,15,-1,0
3002,2019-05-04T22:01:01.000+09:00,1556974861,1,2,1,-2,60,0,0
3013,2019-05-04T22:01:43.000+09:00,1556974903,-1,1,1,1,20,0,0
3021,2019-05-04T22:07:32.000+09:00,1556975252,2,-2,0,1,30,2,0
3025,2019-05-04T22:09:42.000+09:00,1556975382,0,-2,1,1,30,0,1
3015,2019-05-04T22:23:27.000+09:00,1556976207,-1,-1,-1,2,30,-1,0
3011,2019-05-04T22:29:00.000+09:00,1556976540,2,1,3,-2,30,2,-2
3015,2019-05-04T22:31:31.000+09:00,1556976691,1,-1,0,1,20,-1,0
3013,2019-05-04T22:50:42.000+09:00,1556977842,0,-1,-1,1,15,0,0
3015,2019-05-04T22:52:06.000+09:00,1556977926,-1,-2,-1,0,20,0,0
3016,2019-05-04T22:57:18.000+09:00,1556978238,2,-2,0,-2,60,-2,1
3011,2019-05-04T23:01:46.000+09:00,1556978506,2,-1,3,-3,30,2,-1
3015,2019-05-04T23:08:38.000+09:00,1556978918,0,0,-1,1,30,-1,0
3009,2019-05-04T23:10:10.000+09:00,1556979010,1,-2,2,-2,20,-2,0
3017,2019-05-04T23:22:01.000+09:00,1556979721,0,2,2,1,60,0,0
3015,2019-05-04T23:26:18.000+09:00,1556979978,-1,-1,-1,-2,10,0,0
3002,2019-05-04T23:47:17.000+09:00,1556981237,2,1,1,-1,30,0,-3
3041,2019-05-05T00:04:50.000+09:00,1556982290,3,3,3,-3,60,-3,2
3041,2019-05-05T00:48:26.000+09:00,1556984906,3,3,2,-1,20,-2,1
3017,2019-05-05T01:17:00.000+09:00,1556986620,1,0,2,-3,60,0,0
3017,2019-05-05T02:15:06.000+09:00,1556990106,0,-1,0,-1,60,0,0
3017,2019-05-05T03:28:24.000+09:00,1556994504,0,-1,-2,1,60,0,0
3025,2019-05-05T09:55:01.000+09:00,1557017701,-1,-1,-1,1,30,1,-1
3005,2019-05-05T10:10:47.000+09:00,1557018647,1,-2,1,-2,20,-2,0
3010,2019-05-05T10:16:45.000+09:00,1557019005,2,-1,1,-2,10,-2,0
3015,2019-05-05T10:18:50.000+09:00,1557019130,0,-1,-1,1,15,0,0
3015,2019-05-05T10:18:50.000+09:00,1557019130,0,-1,-1,1,15,0,0
3025,2019-05-05T10:24:17.000+09:00,1557019457,0,-1,-1,-1,20,1,1
3013,2019-05-05T10:31:49.000+09:00,1557019909,0,-1,0,-1,20,-2,0
3025,2019-05-05T10:41:19.000+09:00,1557020479,2,1,1,-1,20,-1,1
3012,2019-05-05T10:42:15.000+09:00,1557020535,2,2,-1,-2,60,0,0
3008,2019-05-05T10:50:11.000+09:00,1557021011,1,1,1,0,30,-1,0
3015,2019-05-05T10:56:49.000+09:00,1557021409,-1,-1,-1,1,20,0,0
3001,2019-05-05T10:59:05.000+09:00,1557021545,1,1,1,0,10,0,0
3009,2019-05-05T11:00:25.000+09:00,1557021625,0,2,-1,-1,10,-2,0
3007,2019-05-05T11:00:50.000+09:00,1557021650,1,-3,-2,0,20,1,0
3007,2019-05-05T11:00:51.000+09:00,1557021651,1,-3,-2,0,20,1,0
3007,2019-05-05T11:00:53.000+09:00,1557021653,1,-3,-2,0,20,1,0
3007,2019-05-05T11:00:54.000+09:00,1557021654,1,-3,-2,0,20,1,0
3027,2019-05-05T11:02:15.000+09:00,1557021735,2,0,0,0,60,0,0
3005,2019-05-05T11:07:13.000+09:00,1557022033,2,1,1,-3,20,-2,1
3013,2019-05-05T11:09:19.000+09:00,1557022159,0,-1,1,0,20,-2,0
3010,2019-05-05T11:12:21.000+09:00,1557022341,0,-3,-2,-2,10,-2,0
3015,2019-05-05T11:26:32.000+09:00,1557023192,-1,-1,-1,-1,15,0,0
3012,2019-05-05T11:32:20.000+09:00,1557023540,2,2,2,1,30,1,0
3001,2019-05-05T11:33:23.000+09:00,1557023603,0,0,1,0,30,1,0
3021,2019-05-05T11:40:46.000+09:00,1557024046,2,-2,-1,2,#N/A,3,-3
3019,2019-05-05T11:40:51.000+09:00,1557024051,0,1,1,1,5,1,0
3025,2019-05-05T11:47:57.000+09:00,1557024477,2,-1,-2,-3,60,-3,0
3018,2019-05-05T11:50:17.000+09:00,1557024617,0,0,-2,2,10,0,0
3028,2019-05-05T11:52:31.000+09:00,1557024751,1,-3,-2,-2,15,-3,0
3013,2019-05-05T11:59:25.000+09:00,1557025165,1,1,0,-1,20,0,0
3007,2019-05-05T12:01:03.000+09:00,1557025263,0,-3,-3,0,20,0,1
3030,2019-05-05T12:01:13.000+09:00,1557025273,-2,-2,1,3,20,0,0
3010,2019-05-05T12:02:28.000+09:00,1557025348,2,-2,-1,-2,15,-3,0
3022,2019-05-05T12:03:19.000+09:00,1557025399,0,-1,-2,1,30,1,2
3027,2019-05-05T12:09:17.000+09:00,1557025757,2,1,0,-1,20,0,0
3028,2019-05-05T12:10:33.000+09:00,1557025833,1,-2,-1,-1,20,-3,-1
3012,2019-05-05T12:12:16.000+09:00,1557025936,2,2,2,1,#N/A,0,0
3009,2019-05-05T12:12:52.000+09:00,1557025972,2,1,2,-2,15,-2,0
3025,2019-05-05T12:14:26.000+09:00,1557026066,1,-1,-1,-2,20,-1,1
3019,2019-05-05T12:17:39.000+09:00,1557026259,0,1,1,-1,10,1,0
3002,2019-05-05T12:20:59.000+09:00,1557026459,0,0,0,0,#N/A,0,0
3001,2019-05-05T12:25:05.000+09:00,1557026705,0,-1,1,1,10,0,0
3005,2019-05-05T12:39:38.000+09:00,1557027578,2,1,1,-3,15,-3,2
3013,2019-05-05T12:42:25.000+09:00,1557027745,1,2,1,-1,30,0,0
3012,2019-05-05T12:45:42.000+09:00,1557027942,2,2,2,2,20,2,-2
3024,2019-05-05T12:53:27.000+09:00,1557028407,0,-1,-1,-1,20,0,0
3008,2019-05-05T12:54:15.000+09:00,1557028455,0,-1,-1,1,60,-1,0
3041,2019-05-05T12:54:32.000+09:00,1557028472,1,-1,-1,-1,15,3,0
3027,2019-05-05T12:54:35.000+09:00,1557028475,2,0,0,-2,20,0,-1
3010,2019-05-05T12:55:04.000+09:00,1557028504,2,1,1,-1,10,-2,0
3022,2019-05-05T12:55:16.000+09:00,1557028516,0,-1,-1,-2,30,1,1
3015,2019-05-05T12:57:22.000+09:00,1557028642,1,-2,-1,-1,20,0,0
3009,2019-05-05T12:58:19.000+09:00,1557028699,2,2,2,-2,20,-2,0
3007,2019-05-05T12:58:36.000+09:00,1557028716,0,-1,-2,1,30,0,0
3016,2019-05-05T12:59:42.000+09:00,1557028782,1,-2,0,-3,60,1,-2
3025,2019-05-05T13:00:45.000+09:00,1557028845,-1,-1,-1,-1,20,1,0
3029,2019-05-05T13:02:11.000+09:00,1557028931,0,0,0,0,20,0,0
3002,2019-05-05T13:03:50.000+09:00,1557029030,0,0,1,2,30,0,0
