UID,responseTime_KDT,responseTime_unixtimestamp,Valence,Arousal,Attention,Stress,Duration,Disturbance_level,Emotion_change
3024,2019-04-29T13:06:20.000+09:00,1556510780,1,1,-1,0,10,-1,-1
3024,2019-04-29T13:33:38.000+09:00,1556512418,-1,-1,1,1,10,1,0
3029,2019-04-29T13:48:57.000+09:00,1556513337,2,0,1,0,5,-1,0
3025,2019-04-29T13:54:47.000+09:00,1556513687,1,0,0,0,60,0,0
3028,2019-04-29T14:19:59.000+09:00,1556515199,1,0,0,-1,60,-3,0
3027,2019-04-29T14:20:14.000+09:00,1556515214,0,0,-1,2,15,0,-1
3024,2019-04-29T14:31:41.000+09:00,1556515901,2,-2,1,1,60,2,1
3012,2019-04-29T15:00:22.000+09:00,1556517622,1,-2,-1,-3,30,1,-1
3027,2019-04-29T15:14:33.000+09:00,1556518473,-1,0,1,0,5,2,2
3024,2019-04-29T15:26:33.000+09:00,1556519193,1,-1,2,-1,30,1,1
3029,2019-04-29T15:31:52.000+09:00,1556519512,-1,-1,-1,0,5,0,0
3027,2019-04-29T16:03:38.000+09:00,1556521418,0,0,0,1,15,0,-1
3014,2019-04-29T16:24:11.000+09:00,1556522651,0,-1,-1,-2,20,-1,0
3024,2019-04-29T16:30:42.000+09:00,1556523042,1,-1,-2,-2,30,-1,0
3027,2019-04-29T16:59:39.000+09:00,1556524779,-3,-1,-1,3,60,-1,0
3012,2019-04-29T17:41:20.000+09:00,1556527280,1,1,2,-1,15,-1,0
3012,2019-04-29T18:19:40.000+09:00,1556529580,1,2,1,-2,10,1,0
3024,2019-04-29T18:40:41.000+09:00,1556530841,2,1,1,-2,30,1,0
3027,2019-04-29T18:41:10.000+09:00,1556530870,1,-1,1,0,60,2,1
3012,2019-04-29T18:50:21.000+09:00,1556531421,2,2,-2,-1,15,-1,0
3027,2019-04-29T19:17:53.000+09:00,1556533073,3,3,2,-1,30,-1,1
3012,2019-04-29T19:36:35.000+09:00,1556534195,-2,-1,-2,2,20,2,-2
3012,2019-04-29T20:01:11.000+09:00,1556535671,-1,0,-1,1,15,1,-1
3024,2019-04-29T20:05:21.000+09:00,1556535921,2,1,2,-2,20,2,0
3027,2019-04-29T20:14:34.000+09:00,1556536474,-1,2,2,3,15,-1,-3
3028,2019-04-29T20:48:07.000+09:00,1556538487,3,1,2,-2,10,-2,0
3012,2019-04-29T21:03:00.000+09:00,1556539380,-2,-1,-2,1,20,0,0
3012,2019-04-29T21:46:08.000+09:00,1556541968,2,2,2,-2,5,0,0
3024,2019-04-29T21:53:01.000+09:00,1556542381,2,1,3,-1,60,2,1
3027,2019-04-29T22:44:39.000+09:00,1556545479,0,1,0,-1,20,2,0
3019,2019-04-30T08:43:42.000+09:00,1556581422,0,0,0,-1,5,0,0
3029,2019-04-30T09:09:42.000+09:00,1556582982,0,1,0,1,10,0,-1
3005,2019-04-30T09:59:32.000+09:00,1556585972,1,-2,0,-2,60,1,2
3025,2019-04-30T10:01:12.000+09:00,1556586072,2,0,0,-3,60,0,0
3022,2019-04-30T10:03:28.000+09:00,1556586208,1,2,0,1,20,1,0
3024,2019-04-30T10:05:31.000+09:00,1556586331,1,-2,-2,0,20,1,0
3024,2019-04-30T10:05:32.000+09:00,1556586332,1,-2,-2,0,20,1,0
3027,2019-04-30T10:07:36.000+09:00,1556586456,-2,0,-3,3,60,0,1
3008,2019-04-30T10:13:46.000+09:00,1556586826,0,0,-1,1,60,2,0
3028,2019-04-30T10:23:53.000+09:00,1556587433,-1,0,-1,1,60,-2,0
3029,2019-04-30T10:25:01.000+09:00,1556587501,0,-1,-1,0,10,1,0
3017,2019-04-30T10:26:45.000+09:00,1556587605,-2,-2,-2,2,60,-1,0
3025,2019-04-30T10:26:59.000+09:00,1556587619,2,-1,1,-1,30,1,-1
3010,2019-04-30T10:29:37.000+09:00,1556587777,1,1,0,-2,5,-2,0
3015,2019-04-30T10:37:00.000+09:00,1556588220,1,-1,-1,1,15,-2,0
3027,2019-04-30T10:39:33.000+09:00,1556588373,1,0,0,0,20,3,2
3010,2019-04-30T10:42:35.000+09:00,1556588555,1,-2,1,1,10,2,0
3012,2019-04-30T10:51:24.000+09:00,1556589084,1,1,2,-1,30,0,0
3021,2019-04-30T10:55:29.000+09:00,1556589329,0,0,0,0,60,2,2
3014,2019-04-30T10:56:50.000+09:00,1556589410,-3,2,2,3,60,0,0
3030,2019-04-30T11:01:19.000+09:00,1556589679,0,0,0,0,60,-2,0
3030,2019-04-30T11:01:20.000+09:00,1556589680,0,0,0,0,60,-2,0
3022,2019-04-30T11:08:29.000+09:00,1556590109,2,1,1,-1,5,0,1
3024,2019-04-30T11:09:22.000+09:00,1556590162,2,-1,0,0,30,2,0
3025,2019-04-30T11:11:55.000+09:00,1556590315,1,-2,0,0,30,-3,-2
3028,2019-04-30T11:18:30.000+09:00,1556590710,-1,-1,-2,1,30,-3,0
3005,2019-04-30T11:18:50.000+09:00,1556590730,1,-1,-2,0,30,1,0
3012,2019-04-30T11:23:19.000+09:00,1556590999,2,2,3,-1,20,0,0
3001,2019-04-30T11:23:28.000+09:00,1556591008,2,0,2,-2,60,-2,0
3027,2019-04-30T11:25:23.000+09:00,1556591123,1,1,3,1,5,1,0
3010,2019-04-30T11:25:24.000+09:00,1556591124,1,-2,1,1,60,2,0
3018,2019-04-30T11:34:21.000+09:00,1556591661,0,-3,1,1,60,-2,0
3009,2019-04-30T11:50:51.000+09:00,1556592651,0,-2,-1,-2,60,-3,0
3014,2019-04-30T11:51:10.000+09:00,1556592670,-3,-1,-2,2,#N/A,-1,0
3030,2019-04-30T11:53:07.000+09:00,1556592787,-1,0,0,1,#N/A,0,-1
3015,2019-04-30T11:56:09.000+09:00,1556592969,1,0,0,-1,10,-1,1
3015,2019-04-30T11:56:09.000+09:00,1556592969,1,0,0,-1,10,-1,1
3012,2019-04-30T11:57:07.000+09:00,1556593027,2,2,-1,0,20,0,0
3021,2019-04-30T12:01:00.000+09:00,1556593260,0,0,0,0,20,1,1
3029,2019-04-30T12:01:17.000+09:00,1556593277,1,1,1,0,10,0,0
3025,2019-04-30T12:01:51.000+09:00,1556593311,2,-2,2,1,10,2,-2
3019,2019-04-30T12:02:11.000+09:00,1556593331,-1,1,0,2,10,2,0
3013,2019-04-30T12:05:09.000+09:00,1556593509,-1,-2,1,-1,30,-2,0
3010,2019-04-30T12:10:03.000+09:00,1556593803,3,1,2,-2,10,1,1
3027,2019-04-30T12:10:24.000+09:00,1556593824,1,-1,-2,0,30,3,0
3019,2019-04-30T12:12:01.000+09:00,1556593921,0,0,-1,1,5,3,1
3022,2019-04-30T12:12:30.000+09:00,1556593950,1,-2,1,-1,10,-3,0
3008,2019-04-30T12:12:34.000+09:00,1556593954,1,1,1,-1,20,2,1
3029,2019-04-30T12:14:24.000+09:00,1556594064,1,1,1,0,10,0,0
3007,2019-04-30T12:17:37.000+09:00,1556594257,3,1,3,-3,15,1,0
3001,2019-04-30T12:29:56.000+09:00,1556594996,2,0,0,-2,15,-2,0
3017,2019-04-30T12:34:29.000+09:00,1556595269,0,0,-1,2,60,-2,1
3018,2019-04-30T12:41:36.000+09:00,1556595696,0,-3,-1,-1,60,0,-1
3002,2019-04-30T12:46:38.000+09:00,1556595998,0,-3,0,-2,30,-3,0
3024,2019-04-30T12:47:40.000+09:00,1556596060,1,-2,-2,1,60,0,0
3015,2019-04-30T12:47:45.000+09:00,1556596065,1,-1,1,1,5,-1,-2
3009,2019-04-30T12:48:36.000+09:00,1556596116,1,-1,2,-2,30,-3,0
3025,2019-04-30T12:52:55.000+09:00,1556596375,1,-1,2,-3,20,-3,3
3008,2019-04-30T12:54:24.000+09:00,1556596464,0,0,1,0,15,1,0
3012,2019-04-30T12:56:14.000+09:00,1556596574,2,2,-2,-3,30,0,0
3016,2019-04-30T12:56:32.000+09:00,1556596592,-1,1,-1,-1,60,-1,0
3019,2019-04-30T12:58:54.000+09:00,1556596734,0,0,2,0,10,1,0
3022,2019-04-30T13:00:43.000+09:00,1556596843,1,1,0,-1,10,-1,0
3013,2019-04-30T13:04:43.000+09:00,1556597083,1,1,1,2,20,-2,0
3014,2019-04-30T13:08:30.000+09:00,1556597310,-3,3,3,3,10,3,3
3029,2019-04-30T13:23:45.000+09:00,1556598225,2,1,1,-1,20,-1,0
3002,2019-04-30T13:34:00.000+09:00,1556598840,2,1,-1,2,60,-3,0
3002,2019-04-30T13:34:00.000+09:00,1556598840,2,1,-1,2,60,-3,0
3030,2019-04-30T13:35:18.000+09:00,1556598918,1,1,0,0,#N/A,0,1
3025,2019-04-30T13:36:45.000+09:00,1556599005,1,1,1,-1,10,-3,0
3010,2019-04-30T13:37:36.000+09:00,1556599056,3,-1,2,-2,15,-2,0
3016,2019-04-30T13:37:43.000+09:00,1556599063,-1,-2,-2,-1,30,-1,-1
3018,2019-04-30T13:40:13.000+09:00,1556599213,-1,-1,-2,2,30,-2,-2
3021,2019-04-30T13:40:41.000+09:00,1556599241,1,-1,0,0,20,1,1
3019,2019-04-30T13:42:04.000+09:00,1556599324,1,1,3,1,15,3,0
3014,2019-04-30T13:43:30.000+09:00,1556599410,2,-2,1,-2,5,1,0
3007,2019-04-30T13:47:24.000+09:00,1556599644,-1,-3,-3,2,30,1,-1
3017,2019-04-30T13:47:33.000+09:00,1556599653,1,1,2,1,60,-1,1
3022,2019-04-30T14:01:22.000+09:00,1556600482,0,-2,-1,-1,20,-1,0
3023,2019-04-30T14:14:51.000+09:00,1556601291,1,-1,1,-1,5,-2,0
3009,2019-04-30T14:15:57.000+09:00,1556601357,-1,-2,2,1,60,-1,0
3016,2019-04-30T14:18:38.000+09:00,1556601518,-2,-2,-2,-2,60,-1,0
3015,2019-04-30T14:18:51.000+09:00,1556601531,-2,-3,-2,-2,20,-2,-1
3028,2019-04-30T14:20:19.000+09:00,1556601619,1,0,-1,0,10,-3,0
3029,2019-04-30T14:20:36.000+09:00,1556601636,-1,-1,-1,1,5,0,0
3025,2019-04-30T14:22:40.000+09:00,1556601760,1,-2,-2,-1,30,1,1
3002,2019-04-30T14:23:44.000+09:00,1556601824,1,1,-1,-3,30,-3,0
3001,2019-04-30T14:24:38.000+09:00,1556601878,0,-1,-1,1,60,0,0
3001,2019-04-30T14:24:38.000+09:00,1556601878,0,-1,-1,1,60,0,0
3018,2019-04-30T14:25:25.000+09:00,1556601925,0,0,0,0,5,2,1
3007,2019-04-30T14:25:32.000+09:00,1556601932,-3,-3,-3,3,10,1,-3
3005,2019-04-30T14:28:33.000+09:00,1556602113,2,-2,3,-1,60,-3,2
3023,2019-04-30T14:29:10.000+09:00,1556602150,1,1,0,-1,10,-1,1
3010,2019-04-30T14:29:48.000+09:00,1556602188,1,-2,2,-3,15,-2,0
3008,2019-04-30T14:29:59.000+09:00,1556602199,-1,-1,1,-1,30,1,1
3028,2019-04-30T14:30:12.000+09:00,1556602212,-1,-2,0,1,5,-2,1
3014,2019-04-30T14:30:25.000+09:00,1556602225,0,0,0,-1,5,-3,0
3003,2019-04-30T14:31:34.000+09:00,1556602294,2,1,1,-1,10,-1,1
3009,2019-04-30T14:32:06.000+09:00,1556602326,1,1,2,1,15,-3,0
3019,2019-04-30T14:40:16.000+09:00,1556602816,0,0,1,1,5,2,0
3011,2019-04-30T14:40:31.000+09:00,1556602831,1,-1,1,-1,20,1,-1
3012,2019-04-30T14:47:03.000+09:00,1556603223,2,2,2,-3,60,0,0
3029,2019-04-30T15:09:50.000+09:00,1556604590,-1,-2,-1,1,15,1,-1
3003,2019-04-30T15:10:09.000+09:00,1556604609,1,-2,2,-2,20,-2,0
3008,2019-04-30T15:10:24.000+09:00,1556604624,-1,-1,-1,-2,5,2,-1
3014,2019-04-30T15:10:26.000+09:00,1556604626,-2,-1,-1,2,5,3,-2
3002,2019-04-30T15:10:35.000+09:00,1556604635,2,1,-1,-3,30,-3,0
3025,2019-04-30T15:11:49.000+09:00,1556604709,2,-3,-2,-2,30,-3,0
3024,2019-04-30T15:12:21.000+09:00,1556604741,2,2,1,2,60,2,0
3005,2019-04-30T15:12:40.000+09:00,1556604760,1,-1,1,0,20,-3,0
3010,2019-04-30T15:12:47.000+09:00,1556604767,2,1,-1,-2,10,-2,0
3022,2019-04-30T15:14:20.000+09:00,1556604860,0,-2,0,-1,30,1,1
3016,2019-04-30T15:14:36.000+09:00,1556604876,0,-1,-3,1,30,-2,1
3018,2019-04-30T15:14:56.000+09:00,1556604896,0,-2,-2,1,30,0,0
3019,2019-04-30T15:21:08.000+09:00,1556605268,0,0,1,1,10,1,0
3027,2019-04-30T15:22:36.000+09:00,1556605356,1,-2,-1,0,60,2,0
3012,2019-04-30T15:36:09.000+09:00,1556606169,2,2,2,-2,60,0,-2
3001,2019-04-30T15:36:33.000+09:00,1556606193,0,-1,-1,-2,60,1,0
3017,2019-04-30T15:47:17.000+09:00,1556606837,2,-2,-1,-2,60,-2,0
3002,2019-04-30T15:51:40.000+09:00,1556607100,2,2,1,0,#N/A,-2,-2
3025,2019-04-30T15:53:33.000+09:00,1556607213,2,0,0,-2,60,0,0
3022,2019-04-30T15:54:12.000+09:00,1556607252,1,0,0,-1,5,-1,0
3005,2019-04-30T15:54:30.000+09:00,1556607270,2,-2,-1,-2,10,-3,1
3018,2019-04-30T15:55:08.000+09:00,1556607308,-1,-1,-3,1,20,0,0
3008,2019-04-30T15:55:30.000+09:00,1556607330,-2,-2,1,-1,60,0,0
3015,2019-04-30T15:55:30.000+09:00,1556607330,-3,-3,-3,-1,60,-2,-2
3022,2019-04-30T15:56:20.000+09:00,1556607380,1,-1,0,0,5,-1,0
3030,2019-04-30T15:57:00.000+09:00,1556607420,-1,0,0,1,#N/A,0,0
3010,2019-04-30T15:57:32.000+09:00,1556607452,2,2,2,-3,15,-2,0
3027,2019-04-30T15:57:35.000+09:00,1556607455,-1,0,-1,3,60,0,-2
3016,2019-04-30T15:57:36.000+09:00,1556607456,1,0,1,-2,20,2,1
3019,2019-04-30T15:57:46.000+09:00,1556607466,0,0,1,1,5,0,-1
3024,2019-04-30T15:57:52.000+09:00,1556607472,2,2,3,0,60,2,1
3003,2019-04-30T16:00:47.000+09:00,1556607647,2,1,2,-2,10,-2,1
3029,2019-04-30T16:03:23.000+09:00,1556607803,-1,0,0,2,5,0,0
3012,2019-04-30T16:12:16.000+09:00,1556608336,0,0,-3,-2,20,-2,0
3021,2019-04-30T16:24:44.000+09:00,1556609084,-2,-2,-1,2,20,0,0
3013,2019-04-30T16:26:52.000+09:00,1556609212,1,0,1,0,10,-2,0
3013,2019-04-30T16:26:52.000+09:00,1556609212,1,0,1,0,10,-2,0
3019,2019-04-30T16:37:21.000+09:00,1556609841,0,0,2,1,5,3,0
3016,2019-04-30T16:37:33.000+09:00,1556609853,2,1,1,-2,30,2,1
3008,2019-04-30T16:38:25.000+09:00,1556609905,1,-1,0,1,30,1,1
3013,2019-04-30T16:39:33.000+09:00,1556609973,1,0,1,0,10,1,0
3010,2019-04-30T16:40:11.000+09:00,1556610011,0,-1,2,1,10,1,0
3030,2019-04-30T16:40:52.000+09:00,1556610052,1,1,1,0,60,0,0
3014,2019-04-30T16:41:41.000+09:00,1556610101,-2,-3,-1,1,10,-1,2
3025,2019-04-30T16:41:53.000+09:00,1556610113,-1,-1,1,2,5,0,0
3012,2019-04-30T16:42:37.000+09:00,1556610157,2,2,2,-2,30,-2,0
3029,2019-04-30T16:43:52.000+09:00,1556610232,1,0,1,0,10,0,0
3002,2019-04-30T16:43:58.000+09:00,1556610238,0,0,3,0,60,-3,0
3018,2019-04-30T16:44:58.000+09:00,1556610298,0,-2,-2,3,30,0,0
3023,2019-04-30T16:45:07.000+09:00,1556610307,1,1,-1,-2,20,1,1
3023,2019-04-30T16:45:26.000+09:00,1556610326,1,1,-2,1,20,1,1
3009,2019-04-30T16:49:39.000+09:00,1556610579,1,3,3,-1,60,-2,0
3027,2019-04-30T16:53:30.000+09:00,1556610810,-1,0,-1,2,60,0,0
3028,2019-04-30T17:00:14.000+09:00,1556611214,3,2,1,-2,60,-2,1
3017,2019-04-30T17:03:22.000+09:00,1556611402,2,-3,-2,1,60,0,0
3012,2019-04-30T17:06:29.000+09:00,1556611589,2,2,2,-1,10,-1,2
3008,2019-04-30T17:18:27.000+09:00,1556612307,-1,-1,-1,1,#N/A,0,0
3001,2019-04-30T17:20:09.000+09:00,1556612409,1,-1,-1,0,20,0,0
3025,2019-04-30T17:22:09.000+09:00,1556612529,1,1,0,-1,20,2,0
3013,2019-04-30T17:22:56.000+09:00,1556612576,-2,-1,0,2,10,0,-1
3012,2019-04-30T17:24:29.000+09:00,1556612669,2,1,2,-2,15,-3,1
3029,2019-04-30T17:24:50.000+09:00,1556612690,-1,0,-1,2,20,0,0
3018,2019-04-30T17:25:14.000+09:00,1556612714,1,-2,0,-2,20,2,1
3005,2019-04-30T17:25:15.000+09:00,1556612715,2,-3,2,-3,30,-3,1
3022,2019-04-30T17:27:27.000+09:00,1556612847,1,2,2,-3,5,3,-2
3016,2019-04-30T17:28:09.000+09:00,1556612889,1,0,1,-1,30,-2,0
3019,2019-04-30T17:30:24.000+09:00,1556613024,0,0,0,1,5,0,0
3023,2019-04-30T17:31:32.000+09:00,1556613092,-1,-1,0,0,15,1,1
3024,2019-04-30T17:40:11.000+09:00,1556613611,1,2,-1,2,30,3,0
3007,2019-04-30T17:46:03.000+09:00,1556613963,0,-3,-1,1,15,-2,-1
3027,2019-04-30T17:48:55.000+09:00,1556614135,1,1,1,2,30,1,0
3009,2019-04-30T17:49:00.000+09:00,1556614140,2,-2,2,-3,30,-2,0
3017,2019-04-30T17:53:15.000+09:00,1556614395,1,0,1,-2,30,0,0
3030,2019-04-30T17:57:06.000+09:00,1556614626,1,0,0,0,#N/A,0,0
3014,2019-04-30T17:59:14.000+09:00,1556614754,3,2,1,0,20,1,0
3019,2019-04-30T18:01:42.000+09:00,1556614902,-2,2,2,3,10,1,0
3005,2019-04-30T18:02:29.000+09:00,1556614949,3,1,-3,-3,5,-2,2
3025,2019-04-30T18:03:02.000+09:00,1556614982,0,0,0,0,60,0,0
3018,2019-04-30T18:05:21.000+09:00,1556615121,2,2,2,-3,10,3,3
3009,2019-04-30T18:09:31.000+09:00,1556615371,1,-2,0,1,5,1,0
3024,2019-04-30T18:09:54.000+09:00,1556615394,0,-1,1,1,20,2,-1
3029,2019-04-30T18:11:15.000+09:00,1556615475,0,-1,-1,0,30,0,0
3012,2019-04-30T18:11:20.000+09:00,1556615480,2,2,2,2,20,0,-2
3022,2019-04-30T18:11:23.000+09:00,1556615483,-2,0,-3,2,5,-3,1
3028,2019-04-30T18:12:29.000+09:00,1556615549,-1,0,-1,2,10,-2,-1
3016,2019-04-30T18:13:23.000+09:00,1556615603,0,0,0,0,30,0,0
3010,2019-04-30T18:15:19.000+09:00,1556615719,0,-1,-1,0,10,-2,0
3011,2019-04-30T18:16:49.000+09:00,1556615809,2,2,2,-3,30,2,-1
3011,2019-04-30T18:16:51.000+09:00,1556615811,2,2,2,-3,30,2,-1
3002,2019-04-30T18:19:34.000+09:00,1556615974,1,1,2,-1,30,-2,-1
3021,2019-04-30T18:30:49.000+09:00,1556616649,3,2,2,-1,30,0,0
3013,2019-04-30T18:41:21.000+09:00,1556617281,1,-1,0,0,20,-2,0
3024,2019-04-30T18:49:28.000+09:00,1556617768,1,-1,-1,0,20,3,0
3019,2019-04-30T18:49:33.000+09:00,1556617773,0,1,2,0,10,2,0
3010,2019-04-30T18:51:35.000+09:00,1556617895,2,2,3,-2,15,-2,1
3008,2019-04-30T18:52:24.000+09:00,1556617944,1,1,1,2,30,1,1
3023,2019-04-30T18:52:39.000+09:00,1556617959,1,1,-1,-1,20,1,-1
3023,2019-04-30T18:53:12.000+09:00,1556617992,-1,-1,2,-2,20,3,-2
3005,2019-04-30T18:54:32.000+09:00,1556618072,1,-2,-1,-2,15,-2,2
3016,2019-04-30T18:55:44.000+09:00,1556618144,1,-1,1,-2,30,2,-1
3022,2019-04-30T18:59:19.000+09:00,1556618359,1,0,-1,-1,5,1,0
3028,2019-04-30T18:59:43.000+09:00,1556618383,2,1,1,-2,10,-3,0
3018,2019-04-30T18:59:59.000+09:00,1556618399,1,-1,-1,-3,5,3,0
3027,2019-04-30T19:00:05.000+09:00,1556618405,1,0,1,0,30,1,0
3015,2019-04-30T19:06:25.000+09:00,1556618785,0,0,0,1,10,1,1
3021,2019-04-30T19:13:54.000+09:00,1556619234,0,0,0,0,60,0,0
3014,2019-04-30T19:16:57.000+09:00,1556619417,0,0,-3,0,10,0,-1
3017,2019-04-30T19:35:41.000+09:00,1556620541,2,2,2,0,60,0,0
3013,2019-04-30T19:36:47.000+09:00,1556620607,0,0,1,0,5,-1,0
3016,2019-04-30T19:37:09.000+09:00,1556620629,1,-2,1,-2,30,2,-1
3018,2019-04-30T19:39:26.000+09:00,1556620766,-1,-2,-1,3,10,-2,-2
3028,2019-04-30T19:39:37.000+09:00,1556620777,0,-2,-2,1,15,-2,0
3010,2019-04-30T19:39:59.000+09:00,1556620799,2,1,1,-2,10,1,0
3025,2019-04-30T19:40:01.000+09:00,1556620801,3,-2,2,-3,20,3,2
3022,2019-04-30T19:40:39.000+09:00,1556620839,-2,0,-2,2,5,-2,-2
3024,2019-04-30T19:41:24.000+09:00,1556620884,0,-1,2,2,30,1,0
3014,2019-04-30T19:41:58.000+09:00,1556620918,-1,1,-3,2,20,-2,0
3015,2019-04-30T19:44:25.000+09:00,1556621065,1,1,1,2,15,-1,1
3011,2019-04-30T19:44:45.000+09:00,1556621085,1,1,2,-2,30,1,-1
3029,2019-04-30T19:44:50.000+09:00,1556621090,-1,1,-1,2,10,1,-2
3030,2019-04-30T19:56:01.000+09:00,1556621761,0,0,0,0,#N/A,0,0
3009,2019-04-30T19:56:13.000+09:00,1556621773,-2,-2,-2,2,30,0,0
3029,2019-04-30T19:58:12.000+09:00,1556621892,1,1,1,-1,10,0,0
3001,2019-04-30T20:11:29.000+09:00,1556622689,1,-1,-1,-1,60,0,0
3019,2019-04-30T20:19:02.000+09:00,1556623142,0,0,0,-2,10,0,0
3018,2019-04-30T20:20:21.000+09:00,1556623221,-2,-2,-3,3,60,-3,-3
3018,2019-04-30T20:20:21.000+09:00,1556623221,-2,-2,-3,3,60,-3,-3
3019,2019-04-30T20:22:37.000+09:00,1556623357,0,0,0,-1,5,1,0
3023,2019-04-30T20:23:05.000+09:00,1556623385,-1,-1,1,-1,10,2,2
3010,2019-04-30T20:24:34.000+09:00,1556623474,-1,-2,-1,1,10,-1,0
3027,2019-04-30T20:25:12.000+09:00,1556623512,2,1,0,-2,15,3,1
3002,2019-04-30T20:26:35.000+09:00,1556623595,1,1,0,2,60,-3,0
3008,2019-04-30T20:28:22.000+09:00,1556623702,0,0,0,0,30,0,-1
3011,2019-04-30T20:38:26.000+09:00,1556624306,0,-2,-1,0,30,0,0
3009,2019-04-30T20:51:12.000+09:00,1556625072,-2,-2,-2,2,60,0,-1
3015,2019-04-30T20:55:26.000+09:00,1556625326,-3,2,2,2,15,-2,-2
3002,2019-04-30T21:02:44.000+09:00,1556625764,1,1,2,-2,#N/A,-3,0
3018,2019-04-30T21:05:21.000+09:00,1556625921,-3,-3,-3,3,60,-3,-3
3024,2019-04-30T21:07:23.000+09:00,1556626043,1,0,2,-2,60,2,0
3027,2019-04-30T21:10:06.000+09:00,1556626206,0,0,-2,-1,20,3,-2
3010,2019-04-30T21:10:39.000+09:00,1556626239,-1,1,0,1,10,-1,0
3003,2019-04-30T21:11:17.000+09:00,1556626277,2,0,2,-2,30,-2,0
3009,2019-04-30T21:12:31.000+09:00,1556626351,0,-2,-2,2,5,0,0
3012,2019-04-30T21:12:51.000+09:00,1556626371,-2,-2,2,2,60,-2,0
3017,2019-04-30T21:14:27.000+09:00,1556626467,-2,3,2,2,15,0,0
3008,2019-04-30T21:14:54.000+09:00,1556626494,1,1,-1,0,30,1,-1
3024,2019-04-30T21:14:58.000+09:00,1556626498,-1,-1,0,2,10,3,-1
3025,2019-04-30T21:15:42.000+09:00,1556626542,2,-2,2,-2,15,-2,0
3021,2019-04-30T21:21:37.000+09:00,1556626897,-1,-1,-1,2,60,0,0
3013,2019-04-30T21:37:58.000+09:00,1556627878,1,1,2,-1,30,-1,0
3011,2019-04-30T21:38:59.000+09:00,1556627939,0,-2,2,-1,30,1,0
3005,2019-04-30T21:39:12.000+09:00,1556627952,0,-3,-3,-3,60,-3,0
3007,2019-04-30T21:40:01.000+09:00,1556628001,0,-3,-1,1,60,0,-1
3030,2019-04-30T21:42:53.000+09:00,1556628173,2,2,-1,-1,60,0,0
3027,2019-04-30T21:50:40.000+09:00,1556628640,1,0,0,0,5,-2,1
3024,2019-04-30T21:52:44.000+09:00,1556628764,-2,-3,0,0,30,1,0
3008,2019-04-30T21:52:51.000+09:00,1556628771,-2,-1,1,2,5,-1,-2
3005,2019-04-30T21:53:18.000+09:00,1556628798,0,-3,-3,-3,60,-3,0
3007,2019-04-30T21:53:43.000+09:00,1556628823,3,-1,-1,1,20,1,1
3018,2019-04-30T21:55:14.000+09:00,1556628914,0,0,0,0,5,0,0
3025,2019-04-30T21:57:27.000+09:00,1556629047,2,1,3,-1,60,0,0
3013,2019-04-30T21:58:38.000+09:00,1556629118,0,-1,0,-1,15,1,0
3022,2019-04-30T22:00:57.000+09:00,1556629257,0,0,-1,-1,5,1,-1
3028,2019-04-30T22:01:48.000+09:00,1556629308,2,2,3,-1,30,-2,1
3015,2019-04-30T22:03:22.000+09:00,1556629402,-2,-2,1,3,30,-1,-2
3023,2019-04-30T22:07:14.000+09:00,1556629634,0,0,2,-1,15,-1,0
3003,2019-04-30T22:10:24.000+09:00,1556629824,1,-1,-1,-1,20,-1,0
3017,2019-04-30T22:12:47.000+09:00,1556629967,1,2,3,1,60,0,0
3001,2019-04-30T22:16:20.000+09:00,1556630180,1,-1,0,1,60,0,0
3011,2019-04-30T22:19:45.000+09:00,1556630385,2,-1,2,-1,20,3,-2
3007,2019-04-30T22:22:38.000+09:00,1556630558,0,-1,-2,0,10,0,0
3013,2019-04-30T22:35:06.000+09:00,1556631306,2,2,0,-2,30,0,1
3001,2019-04-30T22:35:12.000+09:00,1556631312,1,-1,0,0,60,1,0
3007,2019-04-30T23:04:14.000+09:00,1556633054,1,0,-1,1,15,2,0
3001,2019-04-30T23:08:03.000+09:00,1556633283,1,0,-1,0,15,1,0
3013,2019-04-30T23:08:41.000+09:00,1556633321,-1,-1,1,2,15,-1,0
3001,2019-04-30T23:35:27.000+09:00,1556634927,0,-1,-1,0,20,1,0
3013,2019-04-30T23:49:04.000+09:00,1556635744,0,-2,2,-1,30,-2,0
3023,2019-04-30T23:56:25.000+09:00,1556636185,1,1,1,0,10,1,2
3007,2019-05-01T00:21:59.000+09:00,1556637719,0,-1,-2,3,60,1,-1
3023,2019-05-01T02:04:30.000+09:00,1556643870,-1,-1,1,-1,20,0,0
3013,2019-05-01T08:33:11.000+09:00,1556667191,1,-2,0,-1,15,-2,0
3019,2019-05-01T09:17:50.000+09:00,1556669870,0,1,0,-1,5,1,0
3013,2019-05-01T09:44:33.000+09:00,1556671473,-1,0,1,2,10,-1,0
3041,2019-05-01T10:04:03.000+09:00,1556672643,-3,-1,3,2,10,3,0
3025,2019-05-01T10:04:21.000+09:00,1556672661,1,2,2,-3,15,-1,1
3007,2019-05-01T10:05:07.000+09:00,1556672707,-3,-3,-3,3,20,3,-3
3007,2019-05-01T10:05:08.000+09:00,1556672708,-3,-3,-3,3,20,3,-3
3025,2019-05-01T10:06:02.000+09:00,1556672762,2,0,1,-2,10,2,0
3024,2019-05-01T10:09:17.000+09:00,1556672957,2,1,1,1,20,2,-1
3024,2019-05-01T10:09:18.000+09:00,1556672958,2,1,1,1,20,2,-1
