,timestamp,altitude,longitude,latitude,speed,accuracy
11,1557559023000,46.0,127.34748020000002,36.3585536,3.58,54.543
12,1557559024000,47.0,127.3474848,36.3586066,2.82,47.75
13,1557559025000,49.0,127.34750359999998,36.358725799999995,1.1899998999999999,41.318000000000005
14,1557559026000,51.0,127.347518,36.358815,1.5699999,37.434
15,1557559027000,51.0,127.3475342,36.3588751,1.79,34.111999999999995
16,1557559029000,50.0,127.34757479999999,36.3589213,0.32999998,27.35
17,1557559032000,59.0,127.34759790000001,36.3589949,0.59,21.791999999999998
18,1557559034000,60.0,127.3475997,36.3590574,0.26,17.652
19,1557559042000,70.0,127.3476547,36.3590823,0.19999999,13.338
20,1557559047000,78.0,127.3477186,36.3591211,2.04,13.059000000000001
21,1557559049000,78.0,127.3477462,36.3591622,2.06,12.785
22,1557559051000,77.0,127.347747,36.3592122,2.56,12.639000000000001
23,1557559057000,70.0,127.3477001,36.359237799999995,0.97999996,11.659
24,1557559060000,68.0,127.34764150000001,36.359215999999996,2.7,12.184000000000001
25,1557559062000,68.0,127.347572,36.3592141,2.98,12.123
26,1557559064000,68.0,127.34749860000001,36.359235999999996,1.3299999,10.383
27,1557559066000,66.0,127.34745020000001,36.3592653,3.58,10.355
68,1557559109000,61.0,127.344563,36.3596432,3.79,12.915999999999999
69,1557559111000,61.0,127.3444972,36.359649100000006,3.8899998999999994,12.748
70,1557559113000,62.0,127.3444207,36.3596598,2.9099998,12.942
71,1557559115000,63.0,127.3443553,36.3596622,1.41,13.342
72,1557559117000,63.0,127.34429320000001,36.3596484,1.15,13.045
73,1557559119000,63.0,127.3442348,36.3596201,1.51,12.575
74,1557559121000,63.0,127.3441728,36.3595859,1.14,11.5
75,1557559123000,63.0,127.34412140000002,36.359553399999996,1.6999999,10.350999999999999
76,1557559126000,63.0,127.3440603,36.3595548,0.81,8.6
77,1557559130000,65.0,127.3440202,36.359599100000004,1.06,5.614
78,1557559134000,65.0,127.34400149999999,36.359657500000004,2.77,4.87
79,1557559137000,65.0,127.34399509999999,36.3597302,3.75,5.547999999999999
80,1557559139000,65.0,127.3440034,36.3598032,3.75,5.16
81,1557559141000,66.0,127.34401899999999,36.3598616,3.77,5.52
85,1557559149000,66.0,127.34414040000001,36.3601506,3.74,5.162000000000001
86,1557559151000,67.0,127.3441607,36.36019520000001,3.02,5.334
87,1557559153000,66.0,127.344178,36.3602494,3.34,5.351
89,1557559158000,67.0,127.3442387,36.360409600000004,3.28,5.906000000000001
90,1557559160000,67.0,127.3442591,36.360453,1.53,5.975
91,1557559163000,68.0,127.34428500000001,36.3605078,2.4299998,6.415
92,1557559165000,68.0,127.3443041,36.3605505,1.17,6.501
93,1557559168000,70.0,127.34435990000001,36.3605718,1.3,6.606
94,1557559174000,69.0,127.3444192,36.360569500000004,0.16,6.65
95,1557559185000,71.0,127.3443916,36.36062020000001,1.9599999,6.16
96,1557559189000,71.0,127.34439850000001,36.360676899999994,1.41,6.06
97,1557559192000,71.0,127.3444054,36.360730600000004,1.43,6.18
98,1557559195000,71.0,127.3444062,36.3607782,0.84999996,6.178
99,1557559199000,71.0,127.3444175,36.3608367,1.0799999,6.154
100,1557559203000,71.0,127.34442250000001,36.3608977,1.5899999,6.167999999999999
101,1557559206000,72.0,127.34443200000001,36.3609468,1.28,6.376
102,1557559209000,73.0,127.34443770000001,36.361003000000004,1.6999999,5.997000000000001
103,1557559212000,73.0,127.34444170000002,36.3610522,1.8399999,6.351
104,1557559215000,73.0,127.34445190000001,36.3611144,1.67,5.931
105,1557559218000,74.0,127.34447409999999,36.361160399999996,1.66,6.466
106,1557559221000,74.0,127.3445006,36.361202,1.56,6.915
107,1557559224000,75.0,127.34453140000001,36.3612458,0.83,6.819
108,1557559228000,76.0,127.3445606,36.3612865,1.76,6.787000000000001
109,1557559231000,76.0,127.3445871,36.361326899999995,1.56,6.754
110,1557559234000,76.0,127.34462350000001,36.36136810000001,2.75,6.853
114,1557559240000,74.0,127.34476000000001,36.3616382,3.8799998999999996,6.992000000000001
117,1557559245000,76.0,127.3447541,36.361834,3.7099998,6.625
120,1557559250000,74.0,127.34454960000001,36.3618994,2.52,5.215
121,1557559253000,74.0,127.34449450000001,36.361887599999996,1.64,5.278
122,1557559256000,75.0,127.3444351,36.3618745,1.12,5.292000000000001
123,1557559260000,75.0,127.3443916,36.3618324,1.4399998999999999,5.145
124,1557559264000,74.0,127.34436229999999,36.361781799999996,1.41,4.812
125,1557559267000,74.0,127.34434040000001,36.3617389,1.52,4.757
126,1557559270000,73.0,127.34432659999999,36.3616854,2.1299999,5.148
127,1557559272000,73.0,127.34431869999999,36.3616371,1.75,4.901
128,1557559275000,73.0,127.34430630000001,36.3615865,1.1999999,5.399
129,1557559279000,74.0,127.3442795,36.3615343,1.5999999,3.762
130,1557559283000,75.0,127.34425829999999,36.361474900000005,1.43,3.2739999999999996
131,1557559286000,75.0,127.34423259999998,36.361430299999995,1.67,3.303
132,1557559289000,77.0,127.3441976,36.3613868,1.35,3.234
133,1557559293000,79.0,127.34416019999999,36.361338,1.5799999,3.3310000000000004
134,1557559304000,80.0,127.34412140000002,36.3613028,1.04,6.718
135,1557559314000,81.0,127.34409299999999,36.3612608,1.65,18.692
